genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
"[18, 10749]",25519,hi,"Emotionally attached to his motherland, a U.S. immigrant sends his son back to India to seek a bride.",3.582,8/8/1997,Pardes,6.7,52
[18],444000,hi,Inspired by a real story of young girl's journey escape from the world of international sex trafficking.,3.175,9/14/2018,Love Sonia,7.7,13
"[18, 35, 10749]",74458,hi,"London-based Luv Agnihotri decides to end his bachelorhood and asks his Bollywood film-maker brother, Kush, to find a bride for him - much to the displeasure of his Dehradun-based father. Kush accordingly meets and interviews a variety of women, and finally selects Delhi-based Dimple Dixit, a woman he had known before, to be the perfect match. Dimple and Luv meet on-line, are attracted to each other, and the former travels to India where the two families get the couple formally engaged. It is then Dimple decides that she prefers Kush. Watch as things spiral out of control when she insists that Kush must elope with her.",3.284,9/9/2011,Mere Brother Ki Dulhan,6.1,42
"[10749, 18, 35]",16344,hi,"Not wanting the same fate as befell her sisters, Sona Mishra re-locates to Mumbai to try to make a living making movies, but she soon finds that the path she has chosen is not an easy one.",3.412,1/30/2009,Luck by Chance,6.7,38
"[35, 18]",15419,hi,"A man belongs to a middle-class family and is intent on pursuing his career with a music group, despite his dad's disapproval. He is also in love with the lead singer, but she sees him mainly as a friend.",3.379,2/25/1994,Kabhi Haan Kabhi Naa,6.7,37
"[28, 53]",232496,hi,"Jeeva is a small-time criminal who treasures his solitude, but perky girl-next-door Rani works hard to befriend her sullen neighbor. He rebuffs all her advances -- until a gang of criminals kills Rani's family. In a gross miscarriage of justice, the criminals are set free. Jeeva's sympathy for Rani quickly turns into feelings of love, and to prove his affection, he trains Rani as a weapons expert so she can avenge her murdered family.",3.32,7/7/2000,Bichhoo,4.8,10
"[53, 80, 9648, 18]",46404,hi,"Satyaveer is an engineer suspended for allegedly accepting a bribe. However, Satyaveer, proud author of a tawdry and thoroughly unsuccessful crime novel, is approached by a woman named Manorama to investigate her husband, whom she suspects of having an affair.",3.879,9/21/2007,Manorama Six Feet Under,6.6,37
[18],644712,hi,"Two rival dance groups from India and Pakistan who are always competing against each other, join forces when it comes to competing at an international dance competition.",3.612,1/24/2020,Street Dancer 3D,7.9,19
"[53, 28]",353879,hi,"Phantom is an action thriller that unfolds across various countries around the world. The plot revolves around protagonist Daniyal, whose journey to seek justice takes him from India to Europe, America and the volatile Middle East. However, he finds out that in a mission like this, there is always a price to pay, in this case, a very personal price.",3.762,8/28/2015,Phantom,5.6,33
"[35, 10749]",390437,hi,"An unconventional woman, gains immense success in her professional life but things take a turn when she meets a guy, who wants to be a house husband.",3.651,4/1/2016,Ki & Ka,5.6,46
"[35, 10749]",237305,hi,"Sriram Venkat is the most shallow guy on earth who doesn't value relationships, family, friends, life or the country. Not necessarily in that order. Because he couldn't care less about the order. This makes him the clear 'black' sheep of the family.",3.037,11/22/2013,Gori Tere Pyaar Mein,6,34
"[18, 10751, 35]",643807,hi,"Ramprasad's entire family gathers under one roof for 13 days after his death, to perform and observe the Hindu traditions and rituals called the tehrvi. During the course, the family’s dynamics, politics, and insecurities come out, and then they realise that the importance of people and things are only evident in retrospect.",2.045,1/1/2021,Ramprasad Ki Tehrvi,6.1,12
"[35, 10749]",155949,hi,"Widowed Arjun Khanna lives a wealthy lifestyle in London, England, along with his daughter, Shirani. He decides to re-marry widowed Betty, who also lives in London with her daughter, Anu. Years later both daughters have grown up and are of marriageable age. Anu has fallen in love Danny Grover, and both are expected to marry soon.",3.723,8/25/2006,Aap Ki Khatir,4,7
"[35, 28]",112936,hi,"Abbas Ali (Abhishek Bachchan) lives in Chandni Chowk, New Delhi with his sister Sania (Asin Thottumkal). They are legally fighting for an ancestral property— land case. But the odds turn against them and they lose. Their well wisher, Shastri Chacha, advises and convinces them to migrate to his village Ranakpur where he assures Abbas that he will get him a job at his owner's place. The owner being none other than the powerful Prithviraj Raghuvanshi (Ajay Devgn). Abbas enters Ranakpur village and while saving a child trapped inside a temple, he breaks open the lock of an ancestral temple but fate plays an important twist in Abbas' life as the whole village including Prithviraj's step-brother Vikrant opposes Abbas' actions but Prithviraj arrives and handles the situation.",3.675,7/6/2012,Bol Bachchan,6,47
[35],635503,hi,"Nandan, a middle-class man, finds a suitcase full of money near his workplace and steals it. However, he is soon chased by a police officer, a notorious gangster and a corrupt politician.",4.76,7/31/2020,Lootcase,6.8,27
"[28, 80, 53]",591101,hi,Officer Shivani Shivaji Roy is stationed at Kota where she goes against a ferocious serial killer who rapes and murders women.,4.013,12/12/2019,Mardaani 2,7.3,41
[35],76684,hi,"Three henpecked friends try to escape their unhappy marriages by seeking out some extramarital fun, only to end up being blackmailed.",3.37,4/9/2004,Masti,5.9,37
"[35, 80]",20494,hi,"Lilaram sells lottery tickets and one customer has hit the jackpot but dies of shock upon finding out that he has won. Now, Lilaram wants all the money, and so does everyone around him.",2.811,3/10/2006,Malamaal Weekly,6.1,35
"[28, 14, 53]",159436,hi,"Diyva and Karan Saxena are in love and plan to marry. Karan has a younger step-brother, Vivek Saxena who he looks after him as though he were his own brother. Divya and Vivek hang out with quite a few young people of their own age, Atul, Vijay, Prem, Ashok, Nita, Rashmi, Niki, and Priti, just to name a few. Two male members try to sexually molest Divya, and get a sound thrashing from Karan. After apologizing, these two members decide to avenge their beating and humiliation. After entrapping Divya, they sexually molest her to such an extent that Divya attempts to kill herself. Unknown to Divya, she was the lover of Kapil a snake with magical powers, in a previous life. Their love life was shattered by an angry sage who cursed them with separation until the 21st century. Divya, who was called Vasundhara in her previous life, dies after this curse, and is reborn as Divya.",2.709,8/16/2002,Jaani Dushman: Ek Anokhi Kahani,4.1,15
"[35, 10749]",161223,hi,"Sapna has lost her parents at an early age and lives with her three quirky uncles - Bhola Nath is a fitness freak, Prabhu Nath is a deeply religious fellow and Vicky Nath is a disco-savvy dude. Sapna is fed up of their quirks and runs away to Europe where she meets Raja. Her purse is stolen and hence she has to depend financially on Raja. During the course of the tour they fall in love after much bickering. When Raja comes to know that to marry Sapna he has to convince her three uncles for their support, he sets off on his mission.",2.388,3/20/2000,Dulhan Hum Le Jayenge,5.7,21
"[35, 10749]",590350,hi,"Chintu Tyagi is an ordinary, middle-class man who finds himself torn between his wife and another woman.",3.911,12/6/2019,Pati Patni Aur Woh,6.8,21
"[28, 35, 10749]",140896,hi,A Punjabi man returning to India falls in love with a woman whose family welcomes him as a guest before realizing he is the man they need to kill in order to avenge their loved ones.,4.719,11/13/2012,Son of Sardaar,4.8,33
[],159420,hi,"Yaarana is a 1981 Indian film directed by Rakesh Kumar and starring Amitabh Bachchan, Amjad Khan, Neetu Singh, Tanuja and Kader Khan. This was one of the films where Amjad Khan plays a positive role. Nearly all of his other films with Amitabh Bachchan have been where he plays a villain role. This movie became a hit at the box office. One of the plus points of the film was its music by Rajesh Roshan and lyrics by Anjaan. At least three songs ""Chhookar Mere Mann Ko"", ""Tere Jaisa Yaar Kahan"", ""Saara Zamana"" and ""Haseeno Ka Deewana"" were superhit songs and still liked.",2.021,1/9/1981,Yaarana,6.8,6
"[35, 10751]",68256,hi,"School boy Stanley does not carry lunch, which is noticed by a teacher who forces kids to share their food with him. He soon warns Stanley that he must get a lunch box if he wants to attend school.",3.187,5/13/2011,Stanley Ka Dabba,6.9,31
"[28, 35, 10402]",24603,hi,All The Best is a rib-tickling comedy based on hilarious situations resulting from mistaken identities and goof ups.,4.343,10/16/2009,All the Best: Fun Begins,6.3,28
"[18, 10749]",32680,hi,Fate leaves Chandni shattered as her love Rohit disappears from her life. She meets Lalit and they befriend each other until Rohit knocks on her door.,1.999,9/14/1989,Chandni,6.2,8
"[18, 35]",606717,hi,"When his daughter decides to further her studies in London, a hardworking Haryanvi businessman does everything in power to make her dreams come true.",4.659,3/13/2020,Angrezi Medium,7.4,36
"[18, 10749]",41053,hi,"Vijay, a destitute poet, searches for true love while attempting to get his work published. With the assistance of two women in his life, his dream comes true - but at a cost that causes Vijay to rethink his worldview.",3.54,2/19/1957,Pyaasa,7.2,43
"[35, 10749]",20364,hi,"A man and woman from feuding families each pretend to fall in love, as part of a revenge plot. Chaos ensues when their fake romance becomes a reality.",4.421,11/26/2004,Hulchul,6.4,39
"[28, 80]",43410,hi,"Michael, Arjun and Lallan, three men from three different strata of society, cross paths one morning in Calcutta and change one another's lives forever.",4.647,5/22/2004,Yuva,6.4,36
"[35, 18, 14]",264085,hi,"Boothnath vows to redeem himself when spirits tease him, and searches for a child to terrify. He befriends Akhrot, a slum kid, and helps him take on the country's most powerful politician.",2.542,4/11/2014,Bhoothnath Returns,6.1,43
"[18, 36]",478682,hi,"Set in 1948, the historic story of India's first Olympic medal post their independence.",4.141,8/15/2018,Gold,7.2,46
"[35, 18, 10749]",25869,hi,"Six couples who do not know each other are brought together by destiny, fate and love",3.579,1/26/2007,Salaam-e-Ishq,4.8,36
"[35, 10749]",362140,hi,"Jagjinder Joginder, a wedding planner, brings together the dysfunctional family of businessman Bipin Arora while making arrangements for Bipin's daughter's destination wedding in London.",3.643,10/22/2015,Shaandaar,4.7,38
"[10749, 35]",161221,hi,"The wealthy Oberoi family consists of dad, Balraj, his mother, and two sons, namely Vicky and Prem. Vicky is in love with a beautiful young woman...",4.067,5/4/2000,Chal Mere Bhai,4.8,19
"[28, 35, 80]",25867,hi,Two down on their luck men tries to kidnap a wealthy businesswoman's dog to demand a hefty ransom from her.  But things go haywire when the dog goes missing.,3.998,11/27/2009,De Dana Dan,5.5,50
"[18, 10749, 10402]",34369,hi,"Rahul and Anu Verghese meet on the same day, while both are held by the police on charges of creating a disturbance, and running away respectively. They meet again, and love happens. Rahul helps Anu to be independent, and seek a job. Then Anu is discovered by a talent agent to be a model, which she accepts. Rahul wants to marry Anu, but first must establish himself.",2.444,7/23/1990,Aashiqui,4.3,15
"[18, 10749]",165573,hi,"Priya, a young college girl faces hardships and challenges after she becomes pregnant before marriage.",2.912,5/18/2000,Kya Kehna,5,14
"[28, 18, 10749]",159164,hi,"The Police Commissioner, Advocate Sinha and Police Inspector Vikram Singh arrive at the Central Mental Hospital to speak with an inmate, Arun Saxena. They hope to get Vikram to befriend Arun so that they could unravel the mystery as to why Arun ended up romancing wealthy Sapna, then getting involved with Jyoti, and subsequently killing her. Arun is arrested, confesses to the the homicide and is sentenced to be hanged. This news unsettles Arun to such an extend that he becomes mentally unstable and is institutionalized. Vikram hopes to befriend Arun, get him cured and medically discharged, and ensure that he is hanged.",1.981,1/29/1994,Dilwale,7.5,8
"[28, 35]",156288,hi,A bunch of misfits and gangsters embarks on a journey to find a lost and stolen diamond.,2.102,6/1/2007,Fool N Final,2.8,12
"[18, 80]",35687,hi,"A video camcorder, a store security camera, and concealed cameras candidly expose lives in three loosely linked tales.",4.023,3/19/2010,"LSD: Love, Sex aur Dhokha",6.3,26
"[35, 10749]",54971,hi,"Poor Raja opens a fast foot restaurant right opposite a five star hotel run by its owner Singhania, earning his wrath. The wealthy hotel owner uses all his influence to remove Raja, but in vain. Things get worse for the wealthy man, when his daughter Kiran wants to marry the poor hotelier. The wealthy man refuses, leading to a confrontation and a condition - which Raja fulfills, he becomes rich virtually overnight, and proposes for the hand of Kiran. The wealthy hotelier reluctantly accepts him as his son-in-law, only to have Kiran elope with a man named Rahul.",2.59,7/10/1998,Dulhe Raja,6.4,20
"[35, 53]",20145,hi,"An inspector heads to Chinatown, a resort, to investigate the occurrence of a crime, only to discover that in Chinatown, EVERYBODY is a criminal...",4.321,5/5/2006,36 China Town,5.8,36
"[35, 28, 35]",357563,hi,"A pair of reformed gangsters try to find a husband for their newly discovered sister, but complications arise due to mistaken identities.",4.035,9/4/2015,Welcome Back,5.2,43
"[28, 35]",222430,hi,"Vishwas, an aspiring actor, is mistaken for an inspector while dressed for a photo shoot.",3.873,9/20/2013,Phata Poster Nikhla Hero,5.3,46
"[35, 10749]",606535,hi,"Partners Karthik and Aman don't have it easy in their road to achieving a happy ending, while Aman's family tries to get him married to someone else, Karthik doesn't step down unless he marries Aman.  A sequel to the 2017 film, titled Shubh Mangal Saavdhan.",4.547,2/21/2020,Shubh Mangal Zyada Saavdhan,6.7,34
"[18, 35]",44549,hi,"Natha decides to commit suicide to get the farmers' compensation. However, the media and politicians learn about his intentions and descend on their village to capture the rare event.",3.739,8/13/2010,Peepli Live,7.2,50
"[28, 53]",20132,hi,"After a series of deaths in Orbit Park, India, are attributed to a man-eating tiger, wildlife expert Krish and his photographer decide to investigate the incidents for a magazine article.",2.697,4/29/2005,Kaal,4.4,32
[35],376884,hi,"In order to impress his girlfriend's conservative father, a porn actor uses his fellow adult movie stars in creating a fake traditional family.",2.592,1/22/2016,Kyaa Kool Hain Hum 3,3.3,20
"[28, 18, 10749, 53]",56969,hi,"Radhey is a poor, low caste Hindu with a bad temper, who often gets into fights. One fight puts him in the hospital with head injuries which cause amnesia, around the same time a high caste woman he was in love with re-enters his life.",4.518,8/15/2003,Tere Naam,6.6,55
"[35, 18]",157800,hi,"Raj is a struggling singer chasing his dreams in Mumbai, India. One night, he rescues a girl, Pooja, from a car accident and takes her to the hospital. As she lies in a coma, her wealthy family assume that Raj is the man with whom their daughter eloped. Sensing opportunity, he assumes this new identity. When Pooja's best friend, Jahnvi, shows up, however, Raj starts to like her. After Pooja wakes up and falls for Raj, a tricky love triangle occurs.",3.945,8/4/2000,Har Dil Jo Pyar Karega,5.6,32
"[18, 35, 10751]",83903,hi,"As the only employed member of a large family, Aditya Singh a big-hearted mechanic, works hard to provide for his siblings, his grandmother and a bevy of nieces and nephews. But, when he is unexpectedly killed in a car accident, his family's future becomes a murky prospect. Fearful for their safety and happiness, Aditya convinces Yamraj the Hindu god of death, to give him a chance to return -- as a ghost -- to carry out the unresolved business of his life.",2.056,12/23/2005,Vaah! Life Ho Toh Aisi!,5.6,19
"[18, 10749]",14159,hi,"Dia is a divorced mom living in New York and must go back to India after she receives news that her guru is on his death bed. When she arrives she finds he is gone and has left her the responsibility of saving and reviving the Ajanta Theater where she used to dance. The problem is that the political officers want it torn down and turned into a shopping mall. The storyline follows Dia and her challenge to stand up for what she believes in and fight the cause to the end, while trying to win back the love and support of the people of the town whom she walked out on ten years prior.",3.325,11/30/2007,Aaja Nachle,6.1,28
"[35, 18, 10749]",454769,hi,"Owing to the condition that the girls of the neighborhood should be treated like one's own sister, Gattu works to capture Binny's heart and the approval of his community.",3.221,6/2/2017,Behen Hogi Teri,6.2,66
[18],782848,hi,A political-drama where a young woman from a small village rises to power into the world of politics by breaking barriers of caste and patriarchy and overcomes the obstacles placed by her opponents to become the chief minister and work for the upliftment of backward classes.,3.718,1/22/2021,Madam Chief Minister,6.7,6
"[18, 35, 10749]",26815,hi,"Rocket Singh: Salesman of the Year is the sometimes thoughtless, sometimes thoughtful story of a fresh graduate trying to find a balance between the maddening demands of the 'professional' way, and the way of his heart - and stumbling upon a crazy way which turned his world upside down, and his career right side up. Welcome to the world of sales boss!",3.983,12/11/2009,Rocket Singh: Salesman of the Year,6.9,75
"[28, 53]",109028,hi,"Journalist Roma Singh is the daughter of a jailer. While taking a tour of the jail, she is molested by some of the inmates, and an inmate, Vishal Agnihotri comes to her assistance. She finds out that Vishal is in for four homicides, and decides to investigate further. She finds out, with the help of the owner of her publications, Jindal that Vishal was compelled to take the law in his own hands when the courts failed to punish the assailants of his sister and sweetheart. Soon, Vishal is released from prison, and begins to work for Jindal. It is then that he realizes that he has just walked from a walled prison, to an open prison, as the truth behind his release slowly but surely starts to dawn on him.",2.449,7/1/1994,Mohra,6.5,24
[18],668435,hi,Amrita's life gets shattered into pieces when her husband slaps her at a party and this particular action raises several questions as to what her relationship stands for.,4.176,2/27/2020,Thappad,7.6,39
"[28, 18, 53]",51728,hi,Corrupt police and racially motivated attacks against Indian students complicate a re-located crook's life in Australia.,3.312,10/8/2010,Crook,5.4,11
"[35, 10749]",46385,hi,"Raj Malhotra (Raju) (Govinda), a detective, goes on a European trip to help his friend Sanjay Khanna (Nirmal Pandey) prove that his wife is having an extramarital affair. Khanna and his wife Anjali (Ritu Shivpuri) think that their counterpart is cheating on their relationship and each of them want proof to easily file for divorce. They stop living in the same house and believe their spouse has gone to Europe with their boyfriend/girlfriend. Anjali sends her friend (Rani Mukerji), who shares the same name, on this trip to get information regarding her husband. In a mix-up of different identities, Raju and Anjali fall in love and then, eventually, solve their misunderstandings.",3.089,4/14/2000,Hadh Kar Di Aapne,5,12
"[35, 18, 10749]",161447,hi,"Sapna, the daughter of the Saigal family's driver is a simple fun-loving girl, but her dreams are not as simple. She dreams about riches and day-dreams about her dream man. Vijay Saigal and Vicky Saigal, both heirs to Saigal Industries have almost all the qualities of a dream man. Almost. Because ""All work and no play"" makes Vijay a dull boy and ""All play and no work"" makes Vicky and outrageous flirt, as he does not believe in the affairs of the hearts, but only in affairs. But then even Sapna is not made of the stuff, dream girls are made of. Not until she becomes a successful model and transforms into a beautiful girl. That's when she become Vicky's dream girl. But Sapna's success hasn't changed her status. She is still the driver's daughter and Mrs. Shanti Devi may overlook her son's affairs with rich girls but not with a driver's daughter...",4.187,5/5/1994,Yeh Dillagi,6.4,7
"[10749, 28, 18]",661043,hi,"Advait visits Goa where he meets Sara, a free-spirited girl who lives life unshackled. Opposites attract and all goes well until life turns upside down. Years later, Advait is on a killing spree with cops Aghase and Michael in his way.",4.432,2/6/2020,Malang,7.4,27
"[18, 10749]",325892,hi,"An ordinary bachelor pursues girls like a hunter, but not with the intention of settling down in life.",3.14,3/20/2015,Hunterrr,6.4,22
"[53, 28, 18]",312809,hi,A Kabaddi player rescues a young woman from an unwanted marriage and hides her in his home.,2.48,1/9/2015,Tevar,5.3,25
[18],53299,hi,"Parghat Singh 'Gattu' Kahlon is a middle aged shopkeeper who secretly practices bowling at night in order to keep his dream of playing for England alive. Even though his family members despise him for giving up his dreams only due to his father's wish, they find a ray of hope and convince him to play for England while they plan to hide the truth from his father.",4.176,1/28/2011,Patiala House,5.8,40
"[10749, 18]",897097,hi,"When an aspiring author and his free-spirited sister both fall for the enigmatic paying guest at their home, ensuing events rock their traditional family.",2.793,12/3/2021,Cobalt Blue,0,0
[18],19887,hi,"Anil, a street singer, is humiliated and driven out of Bombay along with his mother. However, he soon becomes a famous performer but the enemies from his past try to destroy his hard-earned career.",4.411,12/10/1982,Disco Dancer,5.7,11
"[18, 80, 53]",507941,hi,A filmmaker stands trial when a costume assistant on his movie accuses him of rape,3.443,9/13/2019,Section 375,7.5,40
"[18, 36]",611594,hi,A team of Indian scientists at ISRO (Indian Space Research Organisation) take on the extraordinary task of successfully sending a satellite into the orbit of planet Mars in a country's maiden attempt.,3.101,8/15/2019,Mission Mangal,7.2,37
"[28, 80, 53]",83382,hi,"Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it.",4.386,1/6/2012,Players,5.1,35
[10749],166260,hi,"Inderjit Bansal comes from a wealthy family. His father and mother, Chandrika, would like him to get married and settle down,but he goes to another city to do his MBA and stays with friends. During this time, he meets Pallavi Sinh (Jyothika) and they fall in love. She reciprocates his feelings, but trouble comes in the form of her tyrannical trio of brothers",1.879,11/27/1998,Doli Saja Ke Rakhna,6,3
"[35, 18]",601801,hi,A gifted but insecure woman is in for a transformative experience when she enlists the help of an enigmatic con artist to recover her stolen car,3.479,5/31/2019,Chopsticks,6,33
[18],212051,hi,"After years of painstaking research at the cost of his domestic pleasure, Dr. Dipankar Roy discovers a vaccine for leprosy. The news is flashed over television and overnight, an insignificant junior doctor receives international recognition. Professional jealousy and abuse of power threaten Dr. Roy, even as the Secretary of Health reprimands him for breaking the news to the press. He is asked to report to the Director of Health. Professional colleagues Dr. Arijit Sen and Dr. Ramananda invite him to a lecture but it is merely a pretence to humiliate him. Dr. Roy suffers a mild heart attack but he refuses to go to the hospital. His wife and few others like Dr. Kundu stand by Dr. Roy, but the harassment continues; a letter from an American foundation is suppressed and Dr. Roy transferred to a remote village. The last straw is two American doctors receiving credit for discovering the same vaccine. Dr. Roy is shattered. Written by Rajesh Das.",2.21,1/1/1990,Ek Doctor Ki Maut,4.9,8
"[18, 35]",743382,hi,"Tormented with his 'under-privileged' societal status, a father capitalizes on his son's newfound fame as a boy-genius. Little does he realize that the secret he harbors will destroy the very thing he loves the most.",3.611,10/2/2020,Serious Men,6.9,20
"[28, 18]",161179,hi,A couple visits the husband's family in India and finds itself in the middle of a fratricidal battle.,3.55,9/20/2002,Shakti: The Power,6.5,11
"[14, 28, 12]",396643,hi,Jatt is a reluctant super hero that fights crime and protects people. He meets his match in the evil Raka who he must face off to save the day.,3.915,1/1/2016,A Flying Jatt,3.8,23
[18],120101,hi,An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.,3.162,6/5/2012,Kyaa Super Kool Hain Hum,5.1,23
"[9648, 53]",413547,hi,"Vidya Sinha (Vidya Balan) has only one obsession in life. She wants to see her teenage daughter Mini, who is paralysed waist-downwards, walk again. But, is this scenario as obvious as it seems? Or is Vidya an impersonator of Durga Rani Singh from Kalimpong, who is wanted for kidnapping and murder?",3.427,12/1/2016,Kahaani 2,6.5,40
"[27, 53]",127498,hi,"When an ingénue's sudden popularity threatens to shove her out of the spotlight, a movie star uses black magic in an attempt to derail her career.",2.471,9/7/2012,Raaz 3,5.2,25
"[35, 10751]",44978,hi,"Golmaal 3 highlights the story of hatred between two bunch of siblings within a family. One of nature's masterpieces, this is a family that eats together, prays together, lives together and a family 'that can't stand each other'. This quirky unique family will certainly deliver you with some rib tickling moments, ageless romance and some heartwarming scenes. A beautiful journey full of madness, love and excitement. A film with the perfect blend of just every emotion that will set in your heart with thrice the fun, thrice the magic, and thrice the laughter.",4.129,11/5/2010,Golmaal 3,5.5,47
[18],241180,hi,"Living in a posh mansion named Swarg, this is the story of Sahabji, his wife sister Jyoti, two brothers, and a sister-in-law. Sahabji has a clash of wits with Dhanraj, who successfully schemes with Sahabji's two brothers, and takes over the prestigious mansion and vast business empire, leaving Sahabji virtually penniless, and devastated with the passing away of his wife. His brothers have now taken over the money, and his business. It is now up to a servant of the mansion, Krishna to set things right for Sahabji's household. How can a poor servant succeed against rich and powerful individuals?",2.896,5/2/1990,Swarg,6.6,6
"[28, 80, 18]",22448,hi,"A loyal henchman is ordered by his boss to keep an eye on his mistress, and trouble begins when he refuses to kill her.",2.148,6/29/2007,Awarapan,6.7,31
"[28, 35]",541495,hi,"Leveraging his ability to withstand pain, a young man trains to follow in the footsteps of his martial arts hero.",3.663,3/21/2019,The Man Who Feels No Pain,6.9,31
"[35, 18, 10749]",97341,hi,"A man embarks on journey to find his love in Dubai, only to learn she has different suitors and admirers.",3.717,11/25/2005,Deewane Huye Paagal,4.8,25
"[36, 18, 28]",491622,hi,"Story of Rani Lakshmibai, one of the leading figures of the Indian Rebellion of 1857 and her resistance to the British Rule.",3.131,1/25/2019,Manikarnika: The Queen of Jhansi,6.9,30
"[18, 53]",100681,hi,Prime leader of a campaign against a big government project is killed in what appears to be a road accident. An IAS officer is ordered to probe the incident and the veils of falsehood begin to drop.,3.078,6/8/2012,Shanghai,6.8,37
"[9648, 53]",60740,hi,"Four strangers are invited by the reclusive Kabir Malhotra, to his private island of Samos, Greece. They don't know each other and they don't know him ... and by the next morning they will wish they had never come.",2.156,4/1/2011,Game,5.1,23
"[18, 10749]",75253,hi,"An ambitious, unemployed youth goes to the US to find a job and gets caught in a love triangle between Pooja and Loveleen. However, he soon realises that he loves Pooja and reconciles with her.",2.323,1/22/1999,Aa ab Laut Chalen,5.6,12
"[18, 35]",611356,hi,"Set in present-day Lucknow, Gulabo Sitabo is a social satire about two impossibly peculiar human beings, Mirza Chunnan Nawab, who stays in a dilapidated mansion and one of the tenants, Bankey Rastogi.",3.055,6/12/2020,Gulabo Sitabo,5.8,27
"[35, 18]",496334,hi,"The life of three friends takes a tragic turn due to an inflated electricity bill, which leads to a courtroom drama and social awakening.",3.147,9/21/2018,Batti Gul Meter Chalu,5.9,14
[],161468,hi,"At a leading ad agency, the battle for the top job between Rahul Verma, the advertising CEO, and Maya Luthra, his ambitious protégée, takes an ugly turn when Maya files a sexual harassment complaint against Rahul.",3.755,1/18/2013,Inkaar,5.6,18
"[18, 10751]",21462,hi,"D.K. Malhotra lives a comfortable lifestyle with his wife, Indu, and two school-going daughters, Pinky and Minni. He works in the office of an Architect. One day while the family is relaxing, D.K. gets a phone call that results in him bringing home a young school-going boy by the name of Rahul. Indu is shocked to learn that Rahul is D.K.'s son from another woman, Bhavana, who is no more. D.K. does his best to make Rahul comfortable, but fails. Rahul also feels that Indu does not really like him, though Pinky and Minni have taken to him in a big way. Finally, D.K. decides to admit Rahul in a boarding school in far off Nainital. Rahul reluctantly goes along with this new-found uncle/friend. It is when Rahul is asked to put his papers together for school that Rahul finds out that D.K. is his biological father. Watch what happens when Rahul disappears from D.K.'s house, and the impact this has on D.K., Indu, and her two daughters.",2.291,1/10/1983,Masoom,5.9,11
"[35, 18, 10751]",494950,hi,"A father attempts to reconnect with his estranged son through social media, a new world for him.",2.615,10/13/2018,Rajma Chawal,6.5,13
[18],67605,hi,"Naseeb, a story of destiny and fate, begins with a lottery ticket. A drunk who cannot pay his restaurant bill trades his recently purchased ticket with a waiter. Naseeb becomes a poignant story about love, friendship, sacrifice, deceit, revenge and above all, destiny.",3.359,3/17/1981,Naseeb,6.8,5
"[18, 10751]",46379,hi,"Young Biniya lives a poor lifestyle in a small village in the mountainous and snowy region of Himachal Pradesh in India along with her widowed mom and wrestler brother. She entertains various tourists, and while doing so with some tourists from Japan, trades in her bear-tooth amulet with a blue umbrella...",2.85,12/11/2005,The Blue Umbrella,6.3,13
[35],303281,hi,Yudi’s happy life is about to encounter a speed breaker-his BMW gets towed away and his dues have started piling up. He’s run out of money and luck! To make matters worse-his supposed ex-girlfriend isn’t really his ex.,1.993,11/21/2014,Happy Ending,5.4,26
"[10752, 36, 18, 10749]",392271,hi,"Julia travels to the Indo-Burma border to perform for the troops during the World War II, on the insistence of Billimoria, her lover. She finds herself in love with Jemadar Malik, a soldier there.",3.085,2/24/2017,Rangoon,6,29
"[28, 80, 53]",319920,hi,"On May 1st 1993 a bomb explodes in Gangaram Park in Bombay, killing more than 150 people, many of whom are children. ACP Jay Suryavanshi is assigned this case, quick arrests are made of four individuals. Jagat Jogia, a terrorist, claims responsibility for these killings, but the police are unable to arrest him as he is now located in London, England. Jay discusses this matter with his senior, and together they recruit dreaded killer, Jeet Balraj, rename him Raja, save him from death-row, promise him freedom in exchange for killing Jagat Jogia, to which Jeet agrees. Jeet is provided with money, passport and living quarters in London, and he re-locates. Upon arrival, he meets with Manpreet Kaur, and both of them fall in love. With someone to motivate him in life, Jeet decides to give up his past life - only to find out that not only Jay has other plans for him, but Jagat is also on the look-out for him - and both their agendas are the same - his death!",2.107,5/7/1999,Kartoos,5,5
[18],470641,hi,A low caste boxer trains at a gym controlled by a local Don. Shravan falls for Mishra's niece. The Don does not approve of this match. Shravan strives to win Sunaina's hand in marriage and become a successful boxer while trying to avoid retaliation from the Don.,2.368,1/12/2018,Mukkabaaz,7.5,30
[28],185640,hi,A disavowed Indian commando helps protect a woman from a local thug who is hellbent on forcing her to marry him.,2.49,4/11/2013,Commando - A One Man Army,6,26
"[10749, 35, 18]",503129,hi,"A student must overcome bullies and hardships, both academic and romantic, in order to win his college's coveted Student of the Year trophy.",3.704,5/10/2019,Student of the Year 2,4.6,41
[18],24604,hi,"Three people, each having different aspirations from life, are caught in a tangle of emotions and don’t know the way out. There’s a husband and wife with love eroding from their life. And there’s a single, happy-go-lucky dude who falls in love with the wife.",2.909,10/16/2009,Main Aurr Mrs Khanna,3.9,15
"[35, 27]",191562,hi,A rave party off the coast of Goa goes horrifyingly and hilariously wrong when the island is overrun with zombies.,3.93,5/10/2013,Go Goa Gone,5.9,74
